video_id,video_title,video_url,playlist_names,priority,target_reason,expected_pedagogical_role,academic_level_guess,transcript_status,already_has_transcript,recommended_for_targeted_fetch,first_pass_l3_fetch_priority,exclusion_reason
4Ar7r6tOCd4,"Alsace Wine Region Explained | WSET Level 3 | Climate, Geography & Grape Growing",https://www.youtube.com/watch?v=4Ar7r6tOCd4,WSET Level 3 Mock Exam Questions; WSET Diploma - Unit 3 - Mastering Still Wines of the World; Grape Varieties for WSET Level 3,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
0LRBstQgK0I,Understanding Southern France for WSET Level 3 Wines Part 1 - Climate Grapegrowing & Grape Varieties,https://www.youtube.com/watch?v=0LRBstQgK0I,Understanding WSET Level 3 Wine Theory,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
17eAAkTagco,Youthful Unaged Fortified Muscats for WSET Level 3,https://www.youtube.com/watch?v=17eAAkTagco,Understanding WSET Level 3 Wine Theory,A,fortified method,cause_effect_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
GmpH7367tf8,Climate and Landscape: Uncovering the Secret to Priorat's World-Famous Wines for WSET Level 4,https://www.youtube.com/watch?v=GmpH7367tf8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
I-NXu4NdU_E,Everything you need to know about grape growing in Valle d'Aosta for WSET Level 4 Diploma,https://www.youtube.com/watch?v=I-NXu4NdU_E,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
x6inVo9g15U,Explaining Malolactic Fermentation for WSET Levels 3 and 4,https://www.youtube.com/watch?v=x6inVo9g15U,Understanding WSET Level 3 Wine Theory,A,malolactic conversion,cause_effect_theory_explanation,MIXED,failed,false,false,false,low_pedagogical_value
h5SxfQ08SE0,"Exploring the Climate, Geology and Grape Growing of Tokaj, Hungary for WSET Level 4 (Diploma)",https://www.youtube.com/watch?v=h5SxfQ08SE0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
D6gL-n7k9h0,Grape Growing and Terroir of Dão for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=D6gL-n7k9h0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
vcr3jeecsRo,"Mastering the Climate, Topography and Geology or Sicily for WSET Level 4 (Diploma)",https://www.youtube.com/watch?v=vcr3jeecsRo,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
JJns_aFzbKU,The Climate and Grape Varieties of Washington State for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=JJns_aFzbKU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
JqihrVy_mjU,The Climate of Spain's Winemaking regions - For WSET Level 4 (Diploma),https://www.youtube.com/watch?v=JqihrVy_mjU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ucKBdSYR4iQ,The Grape Growing Climate of Rioja for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=ucKBdSYR4iQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
duck7qIPanI,The Grape Growing Climate of Virginia perfect for WSET Diploma,https://www.youtube.com/watch?v=duck7qIPanI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
98SlcDSItlQ,The history and viticulture of wine in Catalunya for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=98SlcDSItlQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
IwIQ0QGB2X4,The History of Winemaking in New York for WSET Level 4 Diploma,https://www.youtube.com/watch?v=IwIQ0QGB2X4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,winemaking choices,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
hdWN5q6yNYc,"The History, Climate and Grapegrowing of the Wines of Toro, Spain for WSET Level 4 (Diploma)",https://www.youtube.com/watch?v=hdWN5q6yNYc,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
XYbTrjREUX4,Viticulture in Spain for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=XYbTrjREUX4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
cj-iJvqos24,Why is the climate of Oregon perfect for Grape Growing and Wine Making? WSET Level 4 (Diploma),https://www.youtube.com/watch?v=cj-iJvqos24,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
PuIAMqszL6M,"WSET Level 4 (Diploma) Southern Rhone Part 1 : Introduction, Grape Growing and Climate",https://www.youtube.com/watch?v=PuIAMqszL6M,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Bi8m7oPiEZs,WSET Level 4 (WSET Diploma) D3 Mastering The wines of Alsace. Part 2 - Climate,https://www.youtube.com/watch?v=Bi8m7oPiEZs,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Vm7Bmy6lda8,WSET Level 4 (WSET Diploma) D3 The grape varieties of The Central Vineyards of the Loire Valley,https://www.youtube.com/watch?v=Vm7Bmy6lda8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
LsgC30uIiVQ,WSET Level 4 D3 (Diploma) Mastering The wines of Bordeaux - Viticulture,https://www.youtube.com/watch?v=LsgC30uIiVQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
tR2zHgjla1E,WSET Level 4 Diploma Chablis Vineyard Management and Viticulture,https://www.youtube.com/watch?v=tR2zHgjla1E,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
K_TiR-HOR9s,WSET Level 4 Diploma D3 - The Climate and History of Languedoc,https://www.youtube.com/watch?v=K_TiR-HOR9s,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
8m8V2QtlhC0,WSET Level 4 Diploma D3 Burgundy Cote d'Or Climate,https://www.youtube.com/watch?v=8m8V2QtlhC0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
kimUiDObX80,WSET Level 4 Diploma D3 Cahors Grape Growing and Environment,https://www.youtube.com/watch?v=kimUiDObX80,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ZEp_gQMRbQI,WSET Level 4 Diploma D3 Chablis Part 2 - Climate,https://www.youtube.com/watch?v=ZEp_gQMRbQI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
WlWAEWnEA0M,WSET Level 4 Diploma D3 Italy Friuli part 2 - Grape Growing,https://www.youtube.com/watch?v=WlWAEWnEA0M,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
f790RlKhDdI,WSET Level 4 Diploma D3 Italy Trentino Grape Growing,https://www.youtube.com/watch?v=f790RlKhDdI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
KUkrv01mdOU,"WSET Level 4 Diploma D3: The Climate, Topography and Geology of Puglia",https://www.youtube.com/watch?v=KUkrv01mdOU,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Yi0qGAnYi4U,WSET Level 4 Diploma Mastering Bordeaux Red Winemaking,https://www.youtube.com/watch?v=Yi0qGAnYi4U,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,winemaking choices,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
rxPugeGsH94,"WSET Level 4 Diploma The Climate, Grapegrowing and Geology of Campania Wine",https://www.youtube.com/watch?v=rxPugeGsH94,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
cmE7hvZOkzA,"WSET Level 4 Diploma: The Climate and Grape Growing of Marche, Italy",https://www.youtube.com/watch?v=cmE7hvZOkzA,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
mIJuVdrCvwI,WSET Level 4 Loire Central Vineyards Climate and Soils - Sancerre and Pouilly-Fumé,https://www.youtube.com/watch?v=mIJuVdrCvwI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
QJX9d9B31F0,WSET Level 4 Mastering Beaujolais Part 2: The Growing Environment and Grape Growing,https://www.youtube.com/watch?v=QJX9d9B31F0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
-QCp0iTQVYY,Exploring Australian Climate and Geology for WSET Level 4 Diploma🍷,https://www.youtube.com/watch?v=-QCp0iTQVYY,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,skipped,true,false,false,diploma_level_content
0NCjyG3vvDw,The climate and geology of Greek viticulture for WSET level 4.  (Diploma),https://www.youtube.com/watch?v=0NCjyG3vvDw,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,WSET_DIPLOMA,completed,true,false,false,diploma_level_content
-P3uCbay2mQ,Understanding the Vineyards of Argentina for WSET,https://www.youtube.com/watch?v=-P3uCbay2mQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,MIXED,skipped,true,false,false,already_has_transcript
XtGBi1X6V0o,"Australia’s Top Grapes| Shiraz, Cabernet, Chardonnay, Riesling",https://www.youtube.com/watch?v=XtGBi1X6V0o,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions,B,important grape varieties,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
wQuaiIti4FI,Exploring the Mosel Wine region with Google Earth 3D,https://www.youtube.com/watch?v=wQuaiIti4FI,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
7fRUal1oj9M,Picpoul de Pinet Explained | The Zesty French White Wine Perfect for Seafood,https://www.youtube.com/watch?v=7fRUal1oj9M,WSET Level 3 Mock Exam Questions; Grape Varieties for WSET Level 3,B,broad theory explanation,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
EnuE-9AZ-Vc,Poland’s Secret Weapon: Why PIWI Grapes Are Changing the Wine World,https://www.youtube.com/watch?v=EnuE-9AZ-Vc,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
n0j5RRaIoP8,"Roussanne Grape Explained | Rhône Valley White Wine, Flavours, Marsanne & Regions",https://www.youtube.com/watch?v=n0j5RRaIoP8,Grape Varieties for WSET Level 3,B,broad theory explanation,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
aC8xGuKwYGw,Talking Virginia Grapes with Michael Shaps,https://www.youtube.com/watch?v=aC8xGuKwYGw,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
qn_5fRgmu_I,Why DO Rueda is an exciting region for Spanish white wine.,https://www.youtube.com/watch?v=qn_5fRgmu_I,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
OKL-1C8_wLU,WSET 3: Argentina Question Explained!,https://www.youtube.com/watch?v=OKL-1C8_wLU,WSET Level 3 Mock Exam Questions,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,false,low_pedagogical_value
4yOm_rksjU0,Brunello di Montalcino Explained | Tuscany’s Top DOCG Wine for WSET Level 3,https://www.youtube.com/watch?v=4yOm_rksjU0,WSET Level 3 Mock Exam Questions; WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
4-dI13j4TQE,Key Grape Varieties: Chardonnay Advanced Version for WSET L3 and 4,https://www.youtube.com/watch?v=4-dI13j4TQE,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
53sgiiG3Jgs,Key Grape Varieties: Pinot Noir Advanced Version - for WSET L3 and 4,https://www.youtube.com/watch?v=53sgiiG3Jgs,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
42aXMjzkiqs,Key Grape Varieties: Riesling (Advanced) for WSET L3 and 4,https://www.youtube.com/watch?v=42aXMjzkiqs,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
0Sdjmv_455w,"Spain WSET Level 3 Question| Rías Baixas, Rioja, Priorat Explained for the Exam",https://www.youtube.com/watch?v=0Sdjmv_455w,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
56S--7CaYjY,WSET Level 3 New Zealand 🍷Understanding Central Otago and Pinot Noir,https://www.youtube.com/watch?v=56S--7CaYjY,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties; Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,completed,true,false,false,already_has_transcript
qbFROobvhmg,Argentina Wine Regions: North & East Mendoza Explained | WSET Diploma D3 Tips,https://www.youtube.com/watch?v=qbFROobvhmg,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Hu2r4JHqdpw,Argentina’s Signature Grapes Explained | Malbec & Torrontés for WSET Students,https://www.youtube.com/watch?v=Hu2r4JHqdpw,Understanding WSET Level 3 Wine Theory; Grape Varieties for WSET Level 3,B,broad theory explanation,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,low_pedagogical_value
RbA31VwGPD0,Exploring the Wine Regions of China for WSET Diploma,https://www.youtube.com/watch?v=RbA31VwGPD0,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
hhF-xJOXC0Q,"Germany's Key Grape Variety, Riesling for WSET LEvel 4 (Diploma)",https://www.youtube.com/watch?v=hhF-xJOXC0Q,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
8Kv2nVgOa7M,"Germany's Key Grape Variety, Spätburgunder (Pinot Noir) for WSET LEvel 4 (Diploma))",https://www.youtube.com/watch?v=8Kv2nVgOa7M,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
g1oygO7Hq9g,Grape Varieties - Albariño/Alvarinho Advanced ideal for WSET Level 3 an Level 4 (WSET Diploma),https://www.youtube.com/watch?v=g1oygO7Hq9g,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
6K6gu9-iIrk,Grape Varieties - Carmenere Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=6K6gu9-iIrk,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
Zg4ruwAZzEY,Grape Varieties - Chenin Blanc Advanced Version ideal for WSET Level 3 an Level 4 (WSET Diploma),https://www.youtube.com/watch?v=Zg4ruwAZzEY,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
_NtTagx7MbM,"Grape Varieties - Cortese Advanced Version ideal for WSET Level 3, Level 4 (WSET Diploma) and IWS",https://www.youtube.com/watch?v=_NtTagx7MbM,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
pekJAxG7WlE,Grape Varieties - Corvina Veronese Advanced ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=pekJAxG7WlE,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
TskUIem6K_c,Grape Varieties - Côt/Malbec Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=TskUIem6K_c,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
UeYSE2XqSL8,Grape Varieties - Fiano Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=UeYSE2XqSL8,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
MRZTtaYaluw,Grape Varieties - Gamay Advanced ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=MRZTtaYaluw,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
tdJWQvsd9X4,Grape Varieties - Garganega Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=tdJWQvsd9X4,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
hiIvJreLNHM,Grape Varieties - Gewürztraminer Advanced Version for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=hiIvJreLNHM,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
Xr5Hp-teQyo,Grape Varieties - Pinotage Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=Xr5Hp-teQyo,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
A0o49Fis-E0,Grape Varieties - Semillon Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=A0o49Fis-E0,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
AZ6kj5Bz4Ls,Grape Varieties - Tempranillo Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=AZ6kj5Bz4Ls,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
yPhsdnyXX30,Grape Varieties - Verdicchio Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=yPhsdnyXX30,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
n7QO83Tawbo,Grape Varieties - Viognier Advanced Version for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=n7QO83Tawbo,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
6L11uxLK2Fs,Grape Varieties Montepulciano Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=6L11uxLK2Fs,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
uINuK2ClPOk,Master the Southern Chilean Wine Regions for WSET & Beyond!,https://www.youtube.com/watch?v=uINuK2ClPOk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,low_pedagogical_value
Ae-7C3Fdu6A,Mastering The Key White Grape Varieties of Austria For WSET Level 4,https://www.youtube.com/watch?v=Ae-7C3Fdu6A,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Y5pySoKP3IM,Oregon Wines - Willamette Valley wine regions For WSET Level 4 (Diploma),https://www.youtube.com/watch?v=Y5pySoKP3IM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
Mp4es6Ch4Og,Sancerre Explained: With WSET Tasting of 3 Majestic bottles.,https://www.youtube.com/watch?v=Mp4es6Ch4Og,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,broad theory explanation,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,low_pedagogical_value
ItXC27Srxyo,The Key Grape Varieties of California for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=ItXC27Srxyo,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
yw8sKS5oxCs,The Wine Regions of Northern Oregon for WSET LEvel 4 (Diploma),https://www.youtube.com/watch?v=yw8sKS5oxCs,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ofG3vAwFko4,The Wine Regions of Tenerife for WSET Diploma,https://www.youtube.com/watch?v=ofG3vAwFko4,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
6VDsl3uUUFM,The Wine Regions of Tenerife Part 2 for WSET Diploma,https://www.youtube.com/watch?v=6VDsl3uUUFM,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important region,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
NFTvl9n6TjA,Tokaji Aszú Explained for WSET Level 4 (Diploma),https://www.youtube.com/watch?v=NFTvl9n6TjA,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
vXR8dwsKiZM,Wine Grape Varieties: Barbera - Advanced Version ideal for WSET Level 3 and Level 4 (Diploma),https://www.youtube.com/watch?v=vXR8dwsKiZM,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,failed,false,false,false,diploma_level_content
874xMg-hf3A,WSET Diploma D3 | Model Answer Strategy: Washington vs Oregon Comparison,https://www.youtube.com/watch?v=874xMg-hf3A,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,regional or varietal comparison,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
wBjKUcwrXmQ,WSET Level 4 D3 Sparkling wine Standard Options Growing environment and Grape Varieties YT,https://www.youtube.com/watch?v=wBjKUcwrXmQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
IZab-VxVqbQ,WSET Level 4 Diploma Italy Liguria Part 3: The Grapes,https://www.youtube.com/watch?v=IZab-VxVqbQ,WSET Diploma - Unit 3 - Mastering Still Wines of the World,B,important grape varieties,regional_or_varietal_theory_explanation,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
5gldF-t-fTs,Grape Varieties - Nebbiolo Advanced Version ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=5gldF-t-fTs,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,completed,true,false,false,diploma_level_content
-Enx7PlS3Yg,Grape Varieties - Sangiovese Advanced Level ideal for WSET Level 3 and Level 4 (WSET Diploma),https://www.youtube.com/watch?v=-Enx7PlS3Yg,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,B,important grape varieties,regional_or_varietal_theory_explanation,MIXED,skipped,true,false,false,diploma_level_content
-P74Qh-YnNA,Loire Valley Wine Basics: Muscadet & Melon Blanc Explained - WSET & Wine Lover Guide,https://www.youtube.com/watch?v=-P74Qh-YnNA,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions; Grape Varieties for WSET Level 3,B,broad theory explanation,regional_or_varietal_theory_explanation,MIXED,skipped,true,false,false,already_has_transcript
